Date,Hour,Minute,DayOfWeek,IsWeekend,Location,Weather,VehicleCount,AverageSpeed,Congestion
2025-11-19,20,45,2,0,ISBT,Fog,544,38.0,Low
2025-12-25,10,15,3,0,Dharampur Chowk,Clear,551,47.9,Low
2025-03-19,6,30,2,0,Dharampur Chowk,Fog,436,37.0,Low
2025-07-14,16,45,0,0,Rajpur Road,Rain,565,36.1,Low
2025-02-19,13,30,2,0,Ballupur Chowk,Rain,710,42.1,Medium
2025-01-25,22,45,5,1,ISBT,Rain,581,41.5,Low
2025-07-16,16,15,2,0,Rajpur Road,Clear,473,46.1,Low
2025-04-18,19,30,4,0,Prem Nagar,Rain,914,32.2,Medium
2025-02-20,17,30,3,0,Rajpur Road,Clear,1188,40.0,High
2025-05-28,14,45,2,0,Ballupur Chowk,Cloudy,1134,37.5,High
2025-03-28,15,30,4,0,Prem Nagar,Clear,548,41.4,Low
2025-04-29,14,15,1,0,Clock Tower,Cloudy,1112,36.7,High
2025-10-10,22,15,4,0,Clock Tower,Clear,682,44.5,Medium
2025-10-04,12,0,5,1,Ballupur Chowk,Clear,644,43.2,Low
2025-07-09,12,30,2,0,Prem Nagar,Fog,440,39.9,Low
2025-08-16,22,15,5,1,Ballupur Chowk,Rain,472,42.7,Low
2025-02-26,9,45,2,0,Ballupur Chowk,Fog,946,33.4,Medium
2025-05-15,8,15,3,0,ISBT,Clear,1408,35.6,High
2025-07-01,8,15,1,0,Dharampur Chowk,Clear,1128,41.3,High
2025-06-17,11,30,1,0,ISBT,Fog,639,34.7,Medium
2025-11-19,22,0,2,0,Dharampur Chowk,Rain,574,38.2,Low
2025-01-20,19,0,0,0,Dharampur Chowk,Rain,1123,35.8,High
2025-04-08,7,0,1,0,Rajpur Road,Cloudy,461,48.7,Low
2025-10-28,18,15,1,0,Dharampur Chowk,Cloudy,1218,35.3,High
2025-05-16,21,15,4,0,Ballupur Chowk,Cloudy,773,42.0,Medium
2025-09-12,15,15,4,0,Rajpur Road,Clear,520,47.8,Low
2025-09-22,12,0,0,0,Ballupur Chowk,Clear,688,44.7,Medium
2025-09-09,12,15,1,0,Clock Tower,Fog,619,39.8,Low
2025-12-19,14,45,4,0,Dharampur Chowk,Cloudy,728,43.0,Medium
2025-11-23,17,45,6,1,Prem Nagar,Cloudy,883,43.8,Medium
2025-06-03,13,30,1,0,Dharampur Chowk,Fog,477,47.8,Low
2025-09-08,18,30,0,0,Prem Nagar,Fog,874,35.0,Medium
2025-06-01,9,15,6,1,Clock Tower,Rain,1101,41.3,High
2025-08-03,20,30,6,1,Rajpur Road,Fog,467,43.2,Low
2025-03-01,11,45,5,1,ISBT,Clear,611,45.8,Low
2025-06-27,18,15,4,0,Ballupur Chowk,Fog,1043,29.6,Medium
2025-11-04,19,15,1,0,Clock Tower,Rain,1208,28.7,High
2025-05-18,22,15,6,1,Ballupur Chowk,Clear,532,42.3,Low
2025-10-15,16,30,2,0,Dharampur Chowk,Rain,519,42.5,Low
2025-07-30,18,45,2,0,Ballupur Chowk,Fog,1093,29.8,High
2025-05-14,7,30,2,0,Ballupur Chowk,Cloudy,911,46.1,Medium
2025-06-23,7,30,0,0,Ballupur Chowk,Fog,407,41.9,Low
2025-04-24,11,15,3,0,Dharampur Chowk,Clear,511,44.7,Low
2025-11-11,16,15,1,0,Prem Nagar,Clear,380,50.9,Low
2025-01-11,18,0,5,1,Dharampur Chowk,Rain,860,40.6,Medium
2025-06-30,8,0,0,0,Prem Nagar,Cloudy,1103,43.4,High
2025-07-05,12,15,5,1,Prem Nagar,Fog,263,44.7,Low
2025-04-28,15,15,0,0,ISBT,Rain,686,38.8,Medium
2025-07-31,12,15,3,0,Clock Tower,Clear,596,51.3,Low
2025-01-11,22,0,5,1,Prem Nagar,Fog,349,43.9,Low
2025-09-06,7,15,5,1,ISBT,Rain,474,39.6,Low
2025-01-13,13,15,0,0,Clock Tower,Rain,862,37.3,Medium
2025-03-05,18,45,2,0,Rajpur Road,Rain,1038,35.1,Medium
2025-02-13,8,0,3,0,Prem Nagar,Fog,644,34.4,Medium
2025-01-11,6,15,5,1,Clock Tower,Fog,501,41.7,Low
2025-04-10,15,30,3,0,Ballupur Chowk,Clear,602,43.3,Low
2025-06-04,14,45,2,0,Rajpur Road,Clear,814,42.3,Medium
2025-05-16,21,45,4,0,ISBT,Fog,617,41.0,Low
2025-02-17,13,45,0,0,Prem Nagar,Rain,633,37.5,Low
2025-09-05,15,15,4,0,Ballupur Chowk,Clear,655,43.2,Medium
2025-09-12,18,30,4,0,Prem Nagar,Clear,998,44.7,Medium
2025-08-20,13,0,2,0,Ballupur Chowk,Cloudy,1086,40.0,High
2025-08-17,17,45,6,1,Prem Nagar,Clear,782,44.5,Medium
2025-11-26,15,30,2,0,Rajpur Road,Clear,670,44.3,Medium
2025-02-18,11,15,1,0,Ballupur Chowk,Cloudy,773,47.8,Medium
2025-02-12,10,45,2,0,Prem Nagar,Fog,523,40.4,Low
2025-09-25,13,0,3,0,Ballupur Chowk,Rain,921,41.1,Medium
2025-07-30,15,30,2,0,Rajpur Road,Clear,620,44.6,Low
2025-06-14,19,0,5,1,ISBT,Cloudy,1310,37.0,High
2025-10-15,21,45,2,0,ISBT,Cloudy,638,45.5,Low
2025-06-14,20,45,5,1,Prem Nagar,Clear,502,41.3,Low
2025-02-23,19,0,6,1,Ballupur Chowk,Cloudy,1329,39.4,High
2025-01-07,11,0,1,0,Rajpur Road,Cloudy,577,48.4,Low
2025-08-13,9,0,2,0,Ballupur Chowk,Fog,1014,36.2,Medium
2025-03-29,22,45,5,1,Rajpur Road,Fog,476,36.0,Low
2025-07-24,6,30,3,0,Clock Tower,Fog,573,38.2,Low
2025-05-31,14,30,5,1,Prem Nagar,Rain,578,39.6,Low
2025-10-16,11,15,3,0,ISBT,Cloudy,882,45.5,Medium
2025-11-11,17,30,1,0,Ballupur Chowk,Fog,1022,28.4,Medium
2025-04-18,16,15,4,0,Rajpur Road,Fog,437,42.1,Low
2025-01-06,16,45,0,0,Rajpur Road,Cloudy,633,49.7,Low
2025-08-29,8,0,4,0,ISBT,Cloudy,1547,35.8,High
2025-04-13,9,45,6,1,ISBT,Clear,1227,33.3,High
2025-02-01,20,15,5,1,Clock Tower,Rain,487,46.2,Low
2025-11-22,13,30,5,1,Dharampur Chowk,Clear,726,46.1,Medium
2025-04-09,14,30,2,0,Ballupur Chowk,Rain,849,34.8,Medium
2025-07-08,18,30,1,0,Prem Nagar,Cloudy,1082,40.5,High
2025-02-09,10,0,6,1,Dharampur Chowk,Cloudy,447,47.9,Low
2025-05-24,11,30,5,1,Prem Nagar,Clear,339,53.5,Low
2025-03-06,22,45,3,0,ISBT,Rain,612,45.6,Low
2025-11-12,21,15,2,0,Rajpur Road,Clear,707,44.7,Medium
2025-04-29,12,0,1,0,Prem Nagar,Cloudy,431,42.6,Low
2025-03-15,11,45,5,1,Clock Tower,Rain,385,40.4,Low
2025-02-09,7,15,6,1,Prem Nagar,Fog,441,41.0,Low
2025-08-06,21,30,2,0,ISBT,Clear,738,37.8,Medium
2025-05-04,18,45,6,1,Ballupur Chowk,Fog,823,37.9,Medium
2025-07-01,15,30,1,0,Prem Nagar,Clear,510,47.3,Low
2025-11-06,12,15,3,0,Dharampur Chowk,Rain,549,47.1,Low
2025-12-31,10,45,2,0,Prem Nagar,Fog,372,41.9,Low
2025-09-08,14,0,0,0,Prem Nagar,Fog,613,45.4,Low
2025-11-30,17,15,6,1,Clock Tower,Rain,906,39.1,Medium
2025-08-27,17,45,2,0,Rajpur Road,Cloudy,1301,38.1,High
2025-07-15,17,15,1,0,Dharampur Chowk,Clear,1143,38.5,High
2025-04-11,20,30,4,0,Prem Nagar,Cloudy,568,56.2,Low
2025-01-03,15,30,4,0,Clock Tower,Rain,656,38.1,Medium
2025-05-10,22,0,5,1,Prem Nagar,Rain,339,43.8,Low
2025-01-18,14,45,5,1,Ballupur Chowk,Clear,682,44.3,Medium
2025-12-23,14,30,1,0,Dharampur Chowk,Clear,918,38.1,Medium
2025-10-20,6,45,0,0,Prem Nagar,Fog,473,41.7,Low
2025-09-09,11,45,1,0,Dharampur Chowk,Clear,501,47.4,Low
2025-01-20,17,0,0,0,Prem Nagar,Cloudy,1219,39.8,High
2025-12-28,11,15,6,1,Clock Tower,Fog,448,39.9,Low
2025-03-03,7,45,0,0,Dharampur Chowk,Clear,566,45.4,Low
2025-06-10,9,30,1,0,Rajpur Road,Clear,1001,46.8,Medium
2025-06-20,16,15,4,0,Prem Nagar,Rain,451,44.8,Low
2025-09-22,6,45,0,0,Ballupur Chowk,Clear,629,43.8,Low
2025-02-03,12,15,0,0,Dharampur Chowk,Rain,489,38.2,Low
2025-02-12,11,45,2,0,Clock Tower,Rain,774,35.2,Medium
2025-11-08,12,45,5,1,Rajpur Road,Clear,414,47.8,Low
2025-06-09,14,30,0,0,Clock Tower,Rain,1011,35.6,Medium
2025-08-27,8,45,2,0,Clock Tower,Clear,1217,41.4,High
2025-02-16,11,0,6,1,Rajpur Road,Rain,506,44.4,Low
2025-10-30,6,15,3,0,Clock Tower,Cloudy,748,51.5,Medium
2025-11-23,17,45,6,1,Clock Tower,Cloudy,1427,32.6,High
2025-06-07,12,15,5,1,ISBT,Clear,730,45.7,Medium
2025-07-14,15,15,0,0,ISBT,Cloudy,782,38.8,Medium
2025-10-17,16,45,4,0,Rajpur Road,Cloudy,600,44.0,Low
2025-05-20,12,15,1,0,ISBT,Rain,702,43.2,Medium
2025-12-24,20,30,2,0,Clock Tower,Fog,360,41.8,Low
2025-07-01,17,30,1,0,Dharampur Chowk,Fog,1046,31.5,Medium
2025-11-20,11,0,3,0,Prem Nagar,Fog,448,41.7,Low
2025-03-21,12,45,4,0,ISBT,Rain,663,39.7,Medium
2025-04-17,16,30,3,0,Clock Tower,Cloudy,593,43.2,Low
2025-05-13,12,45,1,0,ISBT,Clear,763,44.2,Medium
2025-03-01,22,15,5,1,Ballupur Chowk,Cloudy,554,45.8,Low
2025-08-28,16,30,3,0,Prem Nagar,Fog,365,44.9,Low
2025-12-04,7,30,3,0,Dharampur Chowk,Clear,533,43.4,Low
2025-11-19,17,0,2,0,Rajpur Road,Fog,1057,31.3,High
2025-09-01,16,30,0,0,Dharampur Chowk,Clear,563,51.8,Low
2025-04-06,17,30,6,1,Rajpur Road,Fog,846,35.8,Medium
2025-10-07,11,0,1,0,Ballupur Chowk,Fog,412,40.5,Low
2025-10-31,19,45,4,0,Ballupur Chowk,Cloudy,1468,29.4,High
2025-05-10,17,30,5,1,Ballupur Chowk,Fog,935,33.9,Medium
2025-06-03,7,15,1,0,Prem Nagar,Clear,490,51.1,Low
2025-08-04,19,30,0,0,Prem Nagar,Fog,858,39.2,Medium
2025-10-31,6,15,4,0,Prem Nagar,Cloudy,432,49.2,Low
2025-06-03,22,15,1,0,Prem Nagar,Cloudy,518,44.4,Low
2025-03-08,16,0,5,1,Clock Tower,Rain,579,48.7,Low
2025-03-14,17,45,4,0,Ballupur Chowk,Cloudy,1418,36.3,High
2025-08-24,6,15,6,1,Rajpur Road,Cloudy,528,45.3,Low
2025-06-04,15,0,2,0,Rajpur Road,Cloudy,468,46.2,Low
2025-04-15,19,0,1,0,Dharampur Chowk,Cloudy,1144,43.8,High
2025-03-20,17,0,3,0,Ballupur Chowk,Cloudy,1410,33.8,High
2025-06-26,9,45,3,0,Prem Nagar,Fog,851,31.5,Medium
2025-12-24,12,45,2,0,Dharampur Chowk,Fog,387,41.7,Low
2025-08-26,13,0,1,0,Ballupur Chowk,Cloudy,1102,40.8,High
2025-06-12,10,45,3,0,ISBT,Rain,656,40.9,Medium
2025-12-12,19,45,4,0,Prem Nagar,Clear,1072,40.3,High
2025-06-27,21,0,4,0,Rajpur Road,Cloudy,531,47.6,Low
2025-05-01,17,30,3,0,ISBT,Clear,1422,34.9,High
2025-11-09,18,0,6,1,Dharampur Chowk,Cloudy,1028,47.9,Medium
2025-03-12,21,15,2,0,Clock Tower,Cloudy,687,41.0,Medium
2025-06-04,19,0,2,0,ISBT,Fog,1195,31.5,High
2025-12-01,11,45,0,0,Rajpur Road,Rain,660,38.8,Medium
2025-06-09,18,45,0,0,Clock Tower,Rain,1137,36.2,High
2025-08-04,11,15,0,0,Ballupur Chowk,Clear,523,46.2,Low
2025-08-27,8,30,2,0,Dharampur Chowk,Clear,1100,39.1,High
2025-12-02,18,0,1,0,Rajpur Road,Rain,1178,31.1,High
2025-03-07,22,45,4,0,Dharampur Chowk,Fog,426,40.9,Low
2025-01-06,21,45,0,0,Ballupur Chowk,Clear,645,46.1,Low
2025-06-05,19,30,3,0,Dharampur Chowk,Clear,1230,40.0,High
2025-11-06,20,30,3,0,Ballupur Chowk,Rain,601,42.8,Low
2025-10-01,17,0,2,0,Rajpur Road,Fog,871,34.7,Medium
2025-09-30,18,0,1,0,Rajpur Road,Clear,1286,38.8,High
2025-06-22,14,15,6,1,Prem Nagar,Fog,452,38.6,Low
2025-08-11,7,45,0,0,ISBT,Clear,660,47.2,Medium
2025-03-04,21,45,1,0,ISBT,Clear,789,42.5,Medium
2025-11-03,17,30,0,0,Ballupur Chowk,Rain,1289,32.0,High
2025-12-12,15,0,4,0,Prem Nagar,Rain,428,43.3,Low
2025-04-02,15,30,2,0,Ballupur Chowk,Clear,693,46.1,Medium
2025-08-17,16,30,6,1,Dharampur Chowk,Clear,658,43.0,Medium
2025-11-02,9,30,6,1,Dharampur Chowk,Clear,994,39.2,Medium
2025-09-30,18,15,1,0,Rajpur Road,Clear,1178,38.1,High
2025-10-01,9,15,2,0,Dharampur Chowk,Cloudy,1188,46.8,High
2025-11-21,21,45,4,0,ISBT,Rain,621,37.7,Low
2025-08-23,13,45,5,1,Clock Tower,Clear,879,36.2,Medium
2025-06-17,17,0,1,0,Rajpur Road,Clear,1240,37.3,High
2025-07-15,22,0,1,0,ISBT,Rain,699,42.9,Medium
2025-08-05,18,0,1,0,Rajpur Road,Rain,1082,34.1,High
2025-12-01,8,45,0,0,Clock Tower,Cloudy,1320,32.8,High
2025-10-20,14,30,0,0,Prem Nagar,Cloudy,809,39.6,Medium
2025-12-22,7,30,0,0,Prem Nagar,Fog,356,38.9,Low
2025-04-21,19,30,0,0,Dharampur Chowk,Cloudy,1299,41.8,High
2025-05-22,22,0,3,0,Prem Nagar,Fog,285,37.4,Low
2025-04-03,15,30,3,0,Clock Tower,Fog,516,39.7,Low
2025-04-17,6,45,3,0,Dharampur Chowk,Cloudy,606,45.0,Low
2025-05-21,14,45,2,0,Prem Nagar,Rain,656,41.7,Medium
2025-02-19,13,15,2,0,Clock Tower,Rain,991,30.0,Medium
2025-04-24,8,30,3,0,Dharampur Chowk,Fog,867,35.3,Medium
2025-10-29,19,30,2,0,Prem Nagar,Fog,758,41.4,Medium
2025-09-01,6,30,0,0,ISBT,Rain,585,41.5,Low
2025-06-27,20,15,4,0,Ballupur Chowk,Fog,551,37.4,Low
2025-04-18,11,45,4,0,ISBT,Fog,417,39.8,Low
2025-01-17,8,45,4,0,Prem Nagar,Rain,959,35.3,Medium
2025-02-12,12,30,2,0,ISBT,Rain,568,44.7,Low
2025-06-11,20,45,2,0,Clock Tower,Cloudy,664,44.0,Medium
2025-11-16,11,30,6,1,Prem Nagar,Fog,343,44.4,Low
2025-08-01,6,30,4,0,Prem Nagar,Fog,580,41.2,Low
2025-05-01,18,15,3,0,Ballupur Chowk,Clear,1444,32.9,High
2025-02-19,18,15,2,0,Rajpur Road,Clear,1165,38.5,High
2025-10-20,15,15,0,0,Rajpur Road,Fog,476,37.0,Low
2025-10-09,19,30,3,0,Rajpur Road,Fog,984,34.1,Medium
2025-11-03,14,30,0,0,ISBT,Clear,1112,40.6,High
2025-12-07,16,45,6,1,Rajpur Road,Fog,421,39.5,Low
2025-09-11,20,30,3,0,Ballupur Chowk,Cloudy,624,42.5,Low
2025-04-01,18,30,1,0,Clock Tower,Rain,1406,30.0,High
2025-08-26,11,0,1,0,Ballupur Chowk,Fog,489,37.2,Low
2025-08-03,19,15,6,1,Dharampur Chowk,Clear,1251,33.9,High
2025-11-13,13,15,3,0,Prem Nagar,Clear,713,46.1,Medium
2025-11-03,19,0,0,0,ISBT,Cloudy,1631,34.6,High
2025-03-27,21,0,3,0,ISBT,Clear,851,44.4,Medium
2025-11-04,18,15,1,0,Rajpur Road,Fog,913,33.2,Medium
2025-07-08,13,15,1,0,Ballupur Chowk,Cloudy,1044,46.3,Medium
2025-06-15,10,30,6,1,Clock Tower,Clear,447,52.2,Low
2025-04-16,20,45,2,0,Rajpur Road,Fog,482,42.6,Low
2025-05-04,11,45,6,1,Prem Nagar,Clear,406,46.7,Low
2025-11-06,16,15,3,0,Rajpur Road,Fog,528,41.4,Low
2025-02-05,6,0,2,0,Dharampur Chowk,Fog,526,39.4,Low
2025-09-24,21,45,2,0,Clock Tower,Fog,478,35.5,Low
2025-05-14,9,0,2,0,Ballupur Chowk,Fog,1079,32.9,High
2025-01-31,15,45,4,0,Dharampur Chowk,Clear,483,46.5,Low
2025-07-06,18,45,6,1,Ballupur Chowk,Clear,1111,34.7,High
2025-02-23,10,30,6,1,Prem Nagar,Clear,348,46.6,Low
2025-03-28,17,45,4,0,Dharampur Chowk,Rain,1043,32.9,Medium
2025-03-14,13,45,4,0,Rajpur Road,Rain,677,46.4,Medium
2025-02-19,16,0,2,0,Ballupur Chowk,Fog,607,36.0,Low
2025-05-06,14,30,1,0,ISBT,Fog,888,35.6,Medium
2025-06-19,20,30,3,0,Prem Nagar,Rain,534,39.9,Low
2025-11-01,7,15,5,1,Rajpur Road,Rain,534,40.7,Low
2025-01-14,13,30,1,0,Prem Nagar,Rain,565,44.1,Low
2025-05-30,15,15,4,0,Prem Nagar,Rain,542,50.0,Low
2025-09-01,20,30,0,0,Rajpur Road,Cloudy,518,49.7,Low
2025-03-17,15,45,0,0,ISBT,Cloudy,709,47.2,Medium
2025-01-15,12,30,2,0,Rajpur Road,Clear,467,44.5,Low
2025-05-13,17,45,1,0,Ballupur Chowk,Cloudy,1357,35.9,High
2025-06-26,10,30,3,0,Prem Nagar,Rain,387,46.4,Low
2025-07-13,21,15,6,1,Prem Nagar,Fog,413,42.9,Low
2025-03-31,21,45,0,0,Clock Tower,Clear,787,45.0,Medium
2025-06-25,13,30,2,0,Rajpur Road,Cloudy,844,47.0,Medium
2025-03-18,14,0,1,0,Dharampur Chowk,Cloudy,854,45.5,Medium
2025-07-02,21,45,2,0,Prem Nagar,Clear,613,47.6,Low
2025-09-26,13,15,4,0,ISBT,Clear,964,38.5,Medium
2025-07-24,9,30,3,0,Prem Nagar,Clear,1080,39.1,High
2025-05-19,8,0,0,0,Ballupur Chowk,Cloudy,1337,38.2,High
2025-05-06,14,15,1,0,Dharampur Chowk,Cloudy,958,42.2,Medium
2025-04-27,20,15,6,1,Clock Tower,Rain,486,42.1,Low
2025-10-10,14,0,4,0,Dharampur Chowk,Cloudy,971,42.8,Medium
2025-02-02,10,30,6,1,Clock Tower,Cloudy,566,50.2,Low
2025-04-27,13,45,6,1,Ballupur Chowk,Clear,815,40.8,Medium
2025-10-02,7,30,3,0,Dharampur Chowk,Clear,499,44.9,Low
2025-04-11,21,0,4,0,Ballupur Chowk,Clear,611,50.0,Low
2025-09-01,12,0,0,0,Prem Nagar,Cloudy,447,49.2,Low
2025-11-03,21,30,0,0,Prem Nagar,Clear,434,48.0,Low
2025-10-25,19,0,5,1,Dharampur Chowk,Fog,692,36.5,Medium
2025-11-26,12,45,2,0,Clock Tower,Rain,576,43.4,Low
2025-07-28,14,45,0,0,Dharampur Chowk,Cloudy,920,38.3,Medium
2025-06-18,22,45,2,0,Prem Nagar,Rain,525,43.1,Low
2025-11-27,15,30,3,0,Prem Nagar,Cloudy,527,47.4,Low
2025-06-24,14,30,1,0,Dharampur Chowk,Fog,646,38.4,Low
2025-02-27,11,45,3,0,Clock Tower,Rain,630,35.8,Low
2025-09-18,21,45,3,0,Rajpur Road,Cloudy,571,46.1,Low
2025-02-03,19,30,0,0,Clock Tower,Fog,1143,34.3,High
2025-06-25,11,15,2,0,Clock Tower,Cloudy,629,44.5,Low
2025-04-20,15,30,6,1,ISBT,Fog,439,38.3,Low
2025-02-22,15,15,5,1,Prem Nagar,Cloudy,407,51.5,Low
2025-06-15,11,15,6,1,Ballupur Chowk,Cloudy,481,49.4,Low
2025-03-22,11,30,5,1,Prem Nagar,Fog,195,42.5,Low
2025-12-01,19,30,0,0,Rajpur Road,Rain,1096,39.4,High
2025-08-30,15,30,5,1,Rajpur Road,Rain,425,37.3,Low
2025-06-20,17,30,4,0,Ballupur Chowk,Rain,1056,35.0,High
2025-08-06,18,45,2,0,Clock Tower,Fog,1172,31.4,High
2025-01-29,19,30,2,0,Dharampur Chowk,Cloudy,1269,40.4,High
2025-08-22,14,0,4,0,Dharampur Chowk,Cloudy,859,45.4,Medium
2025-04-17,14,30,3,0,ISBT,Clear,953,38.7,Medium
2025-06-14,19,45,5,1,ISBT,Cloudy,1201,37.0,High
2025-04-21,22,45,0,0,ISBT,Clear,703,45.3,Medium
2025-02-08,13,15,5,1,ISBT,Fog,741,33.6,Medium
2025-10-31,21,0,4,0,Dharampur Chowk,Fog,433,36.3,Low
2025-12-19,21,15,4,0,ISBT,Fog,674,36.5,Medium
2025-01-31,9,0,4,0,Dharampur Chowk,Rain,970,40.9,Medium
2025-05-22,17,45,3,0,ISBT,Clear,1408,31.5,High
2025-08-30,10,0,5,1,ISBT,Fog,392,41.2,Low
2025-03-19,10,30,2,0,Prem Nagar,Cloudy,546,49.4,Low
2025-10-15,8,45,2,0,Rajpur Road,Rain,1258,25.3,High
2025-10-21,14,30,1,0,Dharampur Chowk,Clear,908,40.4,Medium
2025-03-13,8,30,3,0,ISBT,Fog,1084,29.7,High
2025-04-20,11,30,6,1,Ballupur Chowk,Cloudy,492,53.0,Low
2025-08-24,17,30,6,1,Rajpur Road,Rain,1022,35.5,Medium
2025-05-11,6,15,6,1,Clock Tower,Fog,555,34.5,Medium
2025-08-07,18,45,3,0,Clock Tower,Clear,1297,29.9,High
2025-09-20,17,0,5,1,Prem Nagar,Fog,651,38.2,Medium
2025-01-17,22,30,4,0,Prem Nagar,Fog,398,41.8,Low
2025-05-25,16,0,6,1,Dharampur Chowk,Clear,363,52.2,Low
2025-10-17,8,0,4,0,Prem Nagar,Cloudy,1042,42.3,Medium
2025-09-20,8,45,5,1,Prem Nagar,Cloudy,718,45.7,Medium
2025-02-07,19,30,4,0,Ballupur Chowk,Fog,986,31.7,Medium
2025-03-19,16,0,2,0,Rajpur Road,Rain,569,42.1,Low
2025-08-21,22,45,3,0,Clock Tower,Fog,458,40.5,Low
2025-10-22,15,0,2,0,Prem Nagar,Fog,267,46.6,Low
2025-01-10,6,15,4,0,ISBT,Fog,549,42.5,Low
2025-03-19,14,15,2,0,Prem Nagar,Rain,630,39.4,Low
2025-09-30,20,15,1,0,Prem Nagar,Rain,377,47.2,Low
2025-10-23,10,15,3,0,Rajpur Road,Cloudy,557,49.0,Low
2025-06-07,11,0,5,1,Clock Tower,Clear,528,41.5,Low
2025-03-07,17,0,4,0,ISBT,Rain,1311,27.7,High
2025-04-28,12,15,0,0,ISBT,Cloudy,744,40.8,Medium
2025-08-06,14,15,2,0,Rajpur Road,Rain,881,37.1,Medium
2025-01-14,10,45,1,0,Clock Tower,Fog,512,41.7,Low
2025-01-14,20,15,1,0,Ballupur Chowk,Clear,710,44.8,Medium
2025-08-17,20,45,6,1,Rajpur Road,Cloudy,460,43.1,Low
2025-07-14,9,0,0,0,Rajpur Road,Clear,1115,37.2,High
2025-03-25,12,0,1,0,Ballupur Chowk,Rain,578,40.7,Low
2025-06-12,19,15,3,0,Rajpur Road,Clear,1303,34.5,High
2025-09-17,17,45,2,0,ISBT,Clear,1503,37.1,High
2025-08-22,6,0,4,0,Ballupur Chowk,Fog,534,39.2,Low
2025-07-24,9,30,3,0,ISBT,Rain,1224,30.6,High
2025-02-03,19,30,0,0,Rajpur Road,Clear,1179,36.5,High
2025-11-30,18,45,6,1,Clock Tower,Rain,1134,33.1,High
2025-11-28,16,0,4,0,Rajpur Road,Cloudy,506,53.1,Low
2025-04-01,6,15,1,0,Prem Nagar,Cloudy,537,43.1,Low
2025-03-13,21,0,3,0,Clock Tower,Cloudy,655,46.0,Medium
2025-12-05,15,30,4,0,Prem Nagar,Fog,526,36.2,Low
2025-03-22,19,15,5,1,Rajpur Road,Cloudy,1191,42.2,High
2025-12-09,11,30,1,0,Clock Tower,Cloudy,640,45.0,Low
2025-01-16,21,15,3,0,ISBT,Fog,482,39.5,Low
2025-11-17,17,30,0,0,Prem Nagar,Rain,933,38.7,Medium
2025-01-15,6,30,2,0,Clock Tower,Fog,613,36.0,Low
2025-01-18,10,45,5,1,Clock Tower,Fog,290,42.8,Low
2025-11-03,22,15,0,0,Rajpur Road,Clear,608,47.1,Low
2025-01-08,17,15,2,0,Clock Tower,Fog,1097,31.7,High
2025-02-03,9,45,0,0,Ballupur Chowk,Fog,1135,31.9,High
2025-10-02,20,15,3,0,Prem Nagar,Clear,457,47.0,Low
2025-06-09,21,45,0,0,ISBT,Cloudy,728,49.5,Medium
2025-06-15,17,0,6,1,Ballupur Chowk,Fog,904,34.0,Medium
2025-10-20,12,15,0,0,Rajpur Road,Cloudy,575,50.1,Low
2025-03-15,13,0,5,1,Dharampur Chowk,Clear,887,43.7,Medium
2025-07-26,15,0,5,1,Rajpur Road,Cloudy,528,47.6,Low
2025-05-09,11,30,4,0,ISBT,Fog,374,43.9,Low
2025-12-09,22,30,1,0,Rajpur Road,Rain,537,43.6,Low
2025-08-05,17,15,1,0,Prem Nagar,Clear,983,39.8,Medium
2025-07-17,7,15,3,0,Rajpur Road,Clear,552,50.2,Low
2025-03-15,7,15,5,1,Rajpur Road,Fog,367,48.0,Low
2025-06-15,6,45,6,1,Ballupur Chowk,Rain,519,38.8,Low
2025-04-07,18,45,0,0,Rajpur Road,Fog,988,30.9,Medium
2025-11-15,14,45,5,1,Clock Tower,Rain,596,46.3,Low
2025-12-02,22,30,1,0,ISBT,Cloudy,798,45.2,Medium
2025-05-11,16,45,6,1,Prem Nagar,Fog,344,37.9,Low
2025-12-06,9,30,5,1,Prem Nagar,Rain,707,42.4,Medium
2025-02-02,17,45,6,1,Dharampur Chowk,Clear,932,34.1,Medium
2025-10-06,10,0,0,0,Rajpur Road,Fog,449,40.2,Low
2025-02-26,9,30,2,0,Rajpur Road,Rain,1063,37.0,High
2025-06-07,20,45,5,1,Prem Nagar,Clear,465,49.1,Low
2025-09-16,11,45,1,0,Prem Nagar,Cloudy,607,41.8,Low
2025-03-14,13,0,4,0,Rajpur Road,Rain,847,39.8,Medium
2025-09-27,10,0,5,1,Prem Nagar,Rain,273,41.6,Low
2025-10-04,13,15,5,1,ISBT,Cloudy,907,40.1,Medium
2025-02-21,11,15,4,0,Dharampur Chowk,Cloudy,648,43.9,Low
2025-10-04,19,15,5,1,ISBT,Clear,1213,35.8,High
2025-07-25,15,45,4,0,Prem Nagar,Fog,479,40.2,Low
2025-09-01,20,30,0,0,Rajpur Road,Rain,512,42.4,Low
2025-01-01,8,30,2,0,Dharampur Chowk,Rain,1112,31.9,High
2025-04-17,8,0,3,0,Ballupur Chowk,Cloudy,1436,35.1,High
2025-03-15,21,15,5,1,Rajpur Road,Fog,384,49.0,Low
2025-03-23,19,45,6,1,Prem Nagar,Cloudy,843,41.9,Medium
2025-05-08,17,0,3,0,Rajpur Road,Rain,1024,38.2,Medium
2025-03-13,18,0,3,0,Dharampur Chowk,Cloudy,1390,40.2,High
2025-04-16,20,15,2,0,Dharampur Chowk,Rain,602,40.8,Low
2025-06-17,6,0,1,0,Prem Nagar,Rain,409,39.1,Low
